屏开 晴日 春风 绿苔	崖悬百尺古|面削一屏开|晴日流丹草|春风长绿苔
淡月 长风 栖迟 细雨	跋涉泥途困|栖迟茅店安|长风收细雨|淡月四更寒
化工 鹅黄 零露 佳色	化工将末利|改作寿潭花|零露团佳色|鹅黄自一家
纨扇 团团 素手 长夏	团团白纨扇|奉君挥素手|馀凉入长夏|结交贵经久
山水 知心 碧涧 苍崖	我惭仁知心|偶自爱山水|苍崖无古今|碧涧日千里
散 度 天花 菩提	香色澹若空|可当菩提树|梵呗度祥风|天花散如雨
问津 车马 桃源 小径	巉岩绕畛畦|小径通车马|即此是桃源|问津何为者
爱 畏人 佳客 西园	岂不爱佳客|畏人践我苔|西园十日雨|三径不曾开
见我 翁 他日 颜色	朝采决明花|暮采决明实|他日偓佺翁|见我真颜色
青灯 清欢 软语 薄酒	有客访山间|愁襟一笑宽|青灯亲软语|薄酒缓清欢
屈指 日 甘 杜门	屈指归来日|依然韦素看|杜门甘养晦|当路耻相干
眠 高住 饮酒 题诗	高住最高处|千家恒眼前|题诗饮酒后|只对诸峰眠
落魄 季子 安 飘零	落魄苏季子|无官妻嫂欺|尔若不见怜|飘零安可知
新诗 睡起 静中 烧残	烧残一篆香|睡起凭窗坐|静中得新诗|研墨瓶花堕
高阁 崇 长忆 鹤	一堂容万卷|长忆鹤翁诗|高阁日增崇|老至不自知
扁舟 俯仰 作客 飘蓬	作客二十载|扁舟西复东|不因俯仰累|谁肯任飘蓬
珠 短短 出 绿蒲	距荷犹短短|叶小不胜珠|已有花相偶|参差出绿蒲
清香 读书 阳春 冰玉	阳春第一花|个个冰玉质|寘此读书窗|清香满芳帙
烟 微茫 渺 空际	冷星沈岛碧|胧胧日初晓|微茫空际烟|一点孤槎渺
猎 花下 多 卧	矰儿偏吠客|花下卧晴莎|莫出东原猎|春来兔乳多
花木 波涛 弄月 缓步	锦园无十亩|缓步足登临|弄月波涛细|爱山花木深
明明 平分 成堆 任	平分从满箧|醉掷任成堆|恰莫持千万|明明买祸胎
新妆 秋风 罗袖 飘飘	玉儿本来洁|新妆不爱浓|秋风罗袖薄|飘飘若为容
江头 秋夜 年光 绪	不见绪山子|年光忽四周|随风秋夜梦|直到越江头
桑麻 柴荆 味 野人	野人三四家|桑麻足生意|试与叩柴荆|言辞应有味
丹房 饮酒 青山 斜阳	偶逢春尽日|饮酒到斜阳|再过丹房里|青山酒更香
玉树 恩 吹 凉风	当暑恩何厚|交秋宠渐衰|凉风太情薄|玉树不禁吹
柳絮 杜鹃 汀洲 中意	胡蝶梦中意|杜鹃声外愁|问春春不语|柳絮暗汀洲
斗巧 帖 开 彩燕	春前已岁换|岁后始春来|彩燕随宜帖|缯花斗巧开
谩道 节 寒重 天颜	晴轻风慭冻|寒重日生烟|谩道中和节|天颜正愀然
夜中 魂梦 清绝 含风	只须开一树|香已满含风|清绝无魂梦|相看至夜中
宴 仙客 水晶 天垂	寒瀑落春岩|天垂百丈缣|更疑仙客宴|不捲水晶帘
问水 府 仗 官	人云下元府|莫作马当看|自有天公仗|那能问水官
断崖 岷峨 去住 银涛	断崖捲银涛|拍岸雪相溅|去住本无心|曾向岷峨见
风尘 深沉 击楫 江海	风尘犹澒洞|江海转深沉|不作乘桴兴|徒怀击楫心
月下 空山 亭亭 寂寂	亭亭月下阴|挺挺霜中节|寂寂空山深|不改四时叶
旧识 入梦 卧云 山云	爱山如猿猱|清啸卧云石|山云入梦来|相见如旧识
藕花 雨湿 风吹 芙蓉	雨湿藕花渚|风吹芙蓉裳|因看山梁雉|亡却沙丘羊
樵牧 春色 闭门 柳条	曰狂我岂敢|聊尔混樵牧|闭门春色深|相看柳条绿
空 新秋 岁阑 芳	一听早蝉响|坐悲芳岁阑|新秋空索寞|前事但心酸
钱唐 风露 瑶台 户	身在瑶台上|不知风露寒|钱唐十万户|能得几家看
风泉 计 还山 盘礴	久作还山计|于今渐有缘|终当来此处|盘礴听风泉
羽人 松根 鸟道 鸡犬	鸟道盘空上|松根抱石生|羽人分两舍|鸡犬自闻声
道家 圣人 贫 称	后代称欢伯|前贤号圣人|且须谋日富|不要道家贫
金玉 尧舜 鸣琴 昔人	思古理鸣琴|声声动金玉|何以报昔人|传此尧舜曲
山僧 梅开 白鸟 茅舍	白鸟冲烟去|山僧渡水来|竹篱茅舍外|忽见野梅开
晴云 微风 渡头 远树	江岸闲行处|晴云澹一天|微风生远树|吹送渡头船
横江 回首 登楼 东南	北固横江尽|东南第一州|六朝都在望|回首倦登楼
幽人 绿竹 君子 久	猗兰幽人操|绿竹君子德|夭夭彼棘心|胡为久吾侧
尘俗 书屋 溪头 芙蓉	绵州有蓉溪|溪头结书屋|坐看芙蓉开|天然脱尘俗
林深 茅茨 烟火 数家	烟火隐茅茨|数家傍山麓|林深不见人|丁丁闻伐木
秋声 楚泽 萧萧 暮色	楚泽秋声早|湘山暮色遥|偏来短篷上|终夜滴萧萧
斗酒 独酌 高歌 语	市墟沽斗酒|独酌复高歌|一笑语观者|比君更事多
翻作 山头 粉署 美	员外由来美|郎中望亦优|宁知粉署里|翻作土山头
书 云山 停车 嘉鱼	偶过嘉鱼县|因观恻隐书|云山千里外|为此一停车
飒飒 白云 层层 阑干	翠璧层层合|高松飒飒寒|白云昼不扫|常满石阑干
日日 光 苦忆 虚掷	我生苦忆君|我死人必忆|胡为眼前光|日日成虚掷
蓑衣 风雨 湿 忘机	风雨湿蓑衣|求鱼晚不归|此心先有待|何必说忘机
烟 涉江 雨 浅薄	萋迷碧沚烟|浅薄青苹雨|何事涉江人|褰衣悄然去
明朝 绿波 田田 莲叶	莲叶何田田|田田生绿波|明朝大如盖|风吹将奈何
风雅 梦里 水边 花边	共客谈风雅|花边或水边|胸中无一事|梦里亦欣然
长鲸 借 老渔 江海	作队撼春萍|双头寸未盈|老渔暂相借|江海几长鲸
误 戎衣 过目 文章	驴技已过目|戎衣方骇心|文章端自误|痛悔空在今
去住 清磬 青山 虚明	梵钟清磬落|觉路入虚明|去住云无定|青山只自青
尘 车马 昼 红日	林步深转佳|川岛互澄秀|不到车马尘|红日自成昼
辘轳 北斗 浅 芙蓉	腰间辘轳剑|错莫无精光|不是芙蓉浅|纯钩北斗傍
借问 白首 照 关山	借问天上月|古今照关山|荷戈来此地|白首几人还
送喜 素王 黄帝 鸣	乾鹊噪送喜|训狐鸣主灾|龙随黄帝去|麟为素王来
筋力 风霜 羸马 劳	羸马不长臕|寒来龁枯草|幸不筋力劳|勿畏风霜早
佛日 杯 甘露 行人	佛日山前水|行人甘露杯|须知源派远|直自四明来
浮云 知己 皓月 付	不是无知己|相忘独有君|孤襟开皓月|往事付浮云
古木 汉庭 黄云 遥怜	天回黄云断|林空古木疏|遥怜汉庭使|千里寄边书
山翠 风飘 爽气 朝夕	风飘鸣玉音|爽气生衣袂|上攀百尺藤|朝夕挹山翠
荒烟 春梦 夜夜 空闻	独立荒烟白|不惊寒雁群|秖因春梦断|夜夜但空闻
穿林 京洛 雄风 飞	赞皇褒簇蝶|京洛古来希|一阵雄风起|穿林粉翅飞
泉清 度 避暑 悬	赠尔乌玉玦|泉清研须洁|避暑悬葛囊|临风度梅月
世 云山 迁 史笔	太白归眠日|云山以为徒|可怜迁史笔|不为世芟芜
群 媚 贞心 石	本无媚春态|岂与群世争|贞心对此石|寒岁结真盟
死 翁 桑苎 鬼	汝生不成生|汝死乃真死|可怜桑苎翁|今作若敖鬼
亲见 亭亭 春风 凌云	霜节亭亭直|凌云发采章|春风和煦日|亲见凤鸣阳
病 鹊喜 他乡 未回	一夏病如此|他乡闲未回|疏檐闻鹊喜|知有远书来
篮舆 融融 规模 晓日	晓日开屏障|篮舆行画图|融融万物表|此处是规模
川原 青春 平地 极目	极目千里外|川原绣画新|方知平地上|见不尽青春
吴 赋咏 古人 寒烟	一棹吴江上|寒烟枫落时|无才堪赋咏|聊诵古人诗
诗 戚 花鸟 野人	不有平生戚|安能极称时|无边此花鸟|方是野人诗
朱幡 明光 出入 沧海	明光寄陕服|朱幡沧海头|东方簇千骑|出入偕轩輶
小草 托根 休 幽	小草有贞性|托根寒涧幽|懦夫曾一嘬|感愤不能休
母死 门外 死 兵刀	母死儿亦死|母生儿亦生|兵刀是何物|门外自纵横
栖栖 喃喃 好去 劳	喃喃若为语|栖栖犹恋巢|乌衣故乡近|好去莫辞劳
未齐 田田 深浅 本	藕行元有路|深浅总耕泥|摘叶能伤本|田田开未齐
寂寥 银釭 雨意 耿耿	雨意真无赖|银釭夜寂寥|似添更漏永|耿耿自长宵
出入 鸟 晨炊 山鸟	峰晴堆夜岚|晨炊翠犹湿|但闻山鸟鸣|不见鸟出入
晓日 流水 绿杨 光辉	晓日立彤墀|光辉玉仗齐|朝回长散诞|流水绿杨堤
客居 凌风 尘事 干	客居能免俗|尘事讵能清|坐近凌风干|方知饮露情
江 隔岸 书窗 移家	洗墨临池客|移家住近江|越山青隔岸|偏入学书窗
暮天 微微 绛河 月明	暮天晴遂定|秋使月明多|最爱云光薄|微微拂绛河
鸳鸯 花下 荷叶 女儿	小童玉不如|手攀荷叶嬉|鸳鸯惊起去|花下女儿知
尘 熟 琪树 青精	琪树已无尘|山幽地更灵|羽流来往熟|仙饭设青精
初终 取友 书 贵	取友能无怍|初终贵一如|陈张遗辙在|试展马迁书
垂杨 遥指 野人 侬家	屋后万株花|垂杨拂岸斜|野人遥指认|望见是侬家
池中 望云 天子 隆中	苍生望云霓|难作池中物|孔明卧隆中|天子势亦屈
屋角 清凉 新泉 石乳	毛茶自乐昌|五内尽清凉|屋角新泉水|微含石乳香
轻舟 秋水 明月 芙蓉	独屋芝草香|蘅门落松子|轻舟泛芙蓉|明月在秋水
奴 洛阳 将军 主家	相国私英倩|将军嬖子都|可怜洛阳令|只问主家奴
官闲 酒 骑马 别殿	别殿香三炷|斜廊酒一杯|官闲非侍从|骑马却归来
愿言 日 昔人 示	大学示絜矩|中庸发尚䌹|昔人深工处|愿言日三省
盛 衣冠 高山 层云	衣冠盛五岭|高山奠南服|五指出层云|岧岧翠相簇
宠 尊 供 心存	列位公侯宠|连营使相尊|庶僚供指使|谁复耻心存
中人 山林 珍重 市朝	山林殊市朝|易隔故人面|珍重山中人|留面长相见
里 清 黄庭 经	一卷黄庭经|藏在枕头里|因病少静清|聊得刊数字
秋声 风霜 老树 寒山	寒山高百尺|老树傲风霜|更欲弹棋坐|秋声九夏凉
帘钩 点 中秋 含情	今夜中秋月|含情独上楼|辰星三两点|偏照玉帘钩
北风 雪片 城 湖	日澹平陵城|寒高华不注|北风湖上来|雪片大如鹭
佳人 瑶林 机 寂寞	戎衍瑶林机|秀雪玉圃珍|向令能寂寞|岂不是佳人
轻舟 龙门 渡 旌旗	浪息定何时|龙门到恐迟|轻舟不敢渡|空立望旌旗
翠微 白云 山行 停骖	鹤岭翠微分|山行半白云|停骖不忍去|前路市声闻
著书 寒窗 白发 苜蓿	白发千茎雪|寒窗懒著书|最怜吟苜蓿|不及向桑榆
花鸟 殷勤 游人 莺啼	花发平章宅|莺啼省树春|殷勤花鸟意|愁杀独游人
翠微 飞花 山深 落日	山深翠微寒|飞花乱如雨|轻风抽布帆|落日在高树
望见 淮南 扁舟 芳草	小驿官无马|扁舟客有星|淮南芳草色|望见隔河青
小艇 水阔 出没 儿童	水阔疑无路|云深仅有山|儿童划小艇|出没稻塍间
山月 露 奇 叱	洞源一何奇|夹灵露其骨|莫漫叱成羊|且留坐山月
半点 东风 满地 桃花	薄幸东风者|无心半点春|桃花吹满地|片片似鱼鳞
落英 彭泽 白衣 东篱	我是陶彭泽|东篱把落英|白衣空伫立|不复赋闲情
金玉 开 质 混沌	端溪有潜虬|孕此金玉质|混沌一窍开|千年泻寒液
煌煌 袅袅 横塘 看花	煌煌金络脑|袅袅紫游缰|看花不畏晚|相逐过横塘
月移 阶下 露滴 流萤	月移阶上花|露滴阶下树|四顾寂无人|流萤自来去
夜凉 嘶 孤枕 蝉声	日永不可过|夜凉愁更多|蝉声嘶晚月|孤枕梦如何
涌金 碧桃 春色 吹落	涌金春色晚|吹落碧桃花|一片何人得|流经十万家
玉树 还怜 重见 金兰	弇园五载内|重见二难过|不独金兰合|还怜玉树多
吾门 礼义 铭 图	周翁图太极|张子铭订顽|吾门礼义宗|毋离几席间
佳人 白云 青山 游龙	青山如佳人|白云如游龙|佳人节不移|游龙去无踪
白露 啼鸟 红叶 骑马	白露拥苍石|红叶侵寒水|骑马下山来|啼鸟忽惊起
悠悠 吾道 行年 昔闻	昔闻蘧伯玉|行年六十化|吾道竟如何|悠悠日又夜
幽人 窗纱 晓日 花影	亭小贮琴声|池清蘸花影|晓日上窗纱|幽人梦初醒
吴门 大地 横江 东南	巽风起东南|大地万物小|吴门共延瞩|匹练横江表
管城 玄云 子 碧	有水碧于天|玄云滃然起|定是临池人|一沐管城子
苍苔 野烟 锦缆 楼船	秦王昔观海|此石系楼船|锦缆已无迹|苍苔昏野烟
佳人 春雨 水晶 争妍	倚石添新笋|争妍个个添|佳人听春雨|笑隔水晶帘
歌吹 愁吟 月过 仙台	秋生临水殿|月过望仙台|歌吹无聊赖|愁吟夜起来
看 拜 年年 送穷	年年到此日|沥酒拜街中|万户千门看|无人不送穷
白帝 风味 谁云 吾乡	白帝谁云陋|黄柑亦自香|一株三百颗|风味自吾乡
乘桴 意 道 情	虽有乘桴意|能忘出昼情|一官百僚底|是亦道之行
雄 贤才 词 思	贤才思述作|崖石尚磨砻|元才词华丽|颜公笔迹雄
带 浅红 映日 净	新芽肌理腻|映日净如空|恰似匀妆指|柔尖带浅红
怜君 凄凉 独 新雁	渚边新雁下|舟上独凄凉|俱是南来客|怜君缀一行
吹箫 飞过 王乔 洞庭	我有王乔履|飞过会仙桥|相约纯阳侣|洞庭夜吹箫
渔艇 大地 寒江 老树	大地阳初复|寒江雪独深|古崖空老树|渔艇忽拿音
织 昧 知机 寒门	岂是昧容华|岂不知机织|自是生寒门|良媒不相识
舟行 烟雨 水流 小桃	章贡水流急|舟行不觉寒|棹郎烟雨外|争折小桃看
南湖 荷花 红妆 草草	红妆何草草|晚出南湖道|不忍便回舟|荷花似郎好
凤凰 谁识 开花 阴阴	不作笙箫用|开花待凤凰|阴阴一轩里|谁识阮生狂
艳阳 花开 香雪 弄	花开檐卜林|双禽弄香雪|动植乘化机|当此艳阳月
独 职 尉 羡君	羡君初拜职|嗟我独无名|且是正员尉|全胜兼试卿
祝 灵椿 金镜 玉杯	有意祝灵椿|无堪献野芹|玉杯真缪巧|金镜最忠勤
酒船 日暮 空青 芙蓉	芙蓉倒空青|松亭澹湖色|日暮酒船回|一啸千山碧
侍郎 文字 苦心 转	文字元无底|功夫转到难|苦心三百首|暂请侍郎看
去路 天子 回头 魏阙	魏阙回头远|夔门去路长|万年天子寿|一瓣福田香
江边 归兴 王侯 行客	纶钓贫难忍|王侯贵不终|江边有行客|归兴十分浓
重阳 柴桑 叹 晋	百年同一叹|九月两重阳|人似柴桑老|花如晋日黄
水际 长虹 中行 飘飘	水际跨长虹|一亭俨孤峙|放袂此中行|飘飘何所止
绕 素质 冰魂 清芬	素质天然静|清芬绕鼻根|更于翘楚上|一笔起冰魂
帘钩 仙宫 凤皇 清光	仙宫云箔卷|露出玉帘钩|清光无所赠|相忆凤皇楼
秋风 流水 月白 停桡	秋风江上来|吹转东流水|停桡有所思|月白长千里
萦纡 翻 石髓 银涛	萦纡九锁山|棱层几叠水|谁令翻其源|银涛迸石髓
碧落 光明 夜半 溶溶	指挥铁如意|长笑动山岳|夜半放光明|溶溶漫碧落
才 匹练 春风 山围	水净一匹练|山围六扇屏|春风才几日|药甲已先青
葛巾 东篱 入望 南山	采菊东篱下|南山入望时|葛巾新烧酒|正耐晚风吹
春草 居人 儿童 柴门	破屋居人少|柴门春草长|儿童不识字|耕稼郑公庄
溟海 萦回 岁月 咫尺	万壑朝溟海|萦回岁月多|无如此沟水|咫尺奉天波
种 区区 琐琐 愧	连根煮菜种|带叶■生薪|琐琐无庸叹|区区愧此身
天地 中人 清风 毛竹	天地有此山|植此毛竹久|我本山中人|清风振千古
咏 封书 东 安用	饭已茶三啜|隅中粥一盂|陶然咏皇化|安用东封书
远林 落 夕 深	水定浮春岫|鸦盘落远林|上方钟送夕|隐几兴何深
寒潭 浮云 流水 飞絮	空斋寂无人|丝桐奏流水|飞絮落寒潭|静逐浮云起
虚亭 栏杆 林木 叶声	虚亭林木里|傍水着栏杆|试展团蒲坐|叶声生早寒
西州 伤心 寂寞 秋草	寂寞东山月|迢递新城道|举头望西州|伤心剧秋草
闻歌 啼 社日 鹁鸠	桑间戴胜飞|桑上鹁鸠啼|社日闻歌唱|田翁醉似泥
武陵 居 紫霞 桃花	卧君白云床|读君紫霞书|桃花乱坠酒|疑是武陵居
青灯 盛 意气 我怀	一时盛意气|四海竦风棱|我怀非此念|兀坐对青灯
解人 汉水 彭蠡 流	汉水亦太急|江浑只恁流|何如彭蠡泽|清莹解人愁
灵 登 乡情 羊城	夷夏天应共|羊城地独灵|端阳登塔顶|应起望乡情
悲 送春 杜鹃 过去	吹来槐荚细|过去杜鹃悲|惯客久无念|送春闲有诗
扫 落叶 宫槐 山雨	门前宫槐陌|是向欹湖道|秋来山雨多|落叶无人扫
细雨 羁人 风流 寥落	细雨鸣窗竹|羁人思不堪|风流无柳子|寥落古湘南
渚 幽兰 心 佩	幽兰满洲渚|纫之可为佩|欲遗心所亲|涔阳何处在
经 悠悠 儿童 乐事	老来经节腊|乐事甚悠悠|不及儿童日|都卢不解愁
科头 子 殷勤 南华	一卷南华子|科头抱双膝|时有鹿麋来|殷勤似相识
夜气 仙路 丹成 刀圭	丹成灶犹在|夜气接湖云|仙路何由问|刀圭幸见分
离情 小院 清宵 惆怅	小院无人夜|烟斜月转明|清宵易惆怅|不必有离情
沈浮 东流 烟波 落日	落日五湖游|烟波处处愁|沈浮千古事|谁与问东流
姊妹 渡 云海 颜	姊妹渡云海|遥窥夜织颜|报章谁斗巧|容易落人间
金谷 古戍 池塘 尘埃	鸟喧金谷树|惟此出尘埃|古戍鸣寒角|池塘暗不开
碧桃 仙山 瀛洲 绿水	几度别仙山|瀛洲绿水环|碧桃开又落|乱点玉苔斑
疏林 归鸟 谁言 远烟	疏林远烟暝|归鸟收夕喧|独立恋馀景|幽抱与谁言
物外 南北 清凉 东西	南北与东西|溪光仍树色|人间无热轩|物外清凉国
浅 波浪 我心 澄澄	循涯不知浅|见底似非深|永日无波浪|澄澄照我心
花坞 晴云 碧空 芳径	野趣围芳径|晴云递碧空|歌翻花坞外|人在竹船中
秋 黄金 吹 俦	几水黄金碾|珍羞莫与俦|玉光吹不散|碗面一轮秋
曲 未终 豳风 稽古	雄搆因无逸|豳风曲未终|圣皇稽古意|直欲继神农
语 娱 俗士 闭门	俗士不足语|之子谁与娱|闭门但痴坐|尔辈宁可无
翠微 违 乘兴 草堂	草堂近翠微|雾霭扑人衣|乘兴欲相见|到门翻有违
玉带 凄凉 蘼芜 锦袍	玉带桥东畔|蘼芜战血斑|凄凉一曲水|知是锦袍湾
鸥 伴 独游 懒	溪浅复通桥|过者犹恨懒|赖有沙上鸥|常为独游伴
石阑 媚 波影 山色	波影媚松樾|山色丽石阑|留连南川月|不肯下云端
长剑 湘川 南巡 祖龙	祖龙砺长剑|昔道此南巡|徒挟雄铓利|湘川奈水神
力 舟 篙师 程	一日百里程|来往纷如织|愿乘般若舟|无藉篙师力
